requirement_id,objective_id,objective_text,source_page_start,source_page_end,source_document,source_version
PE.L2-3.10.5,a,physical access devices are identified;,196,197,AssessmentGuideL2v2.pdf,2.13
PE.L2-3.10.5,b,physical access devices are controlled; and,196,197,AssessmentGuideL2v2.pdf,2.13
PE.L2-3.10.5,c,physical access devices are managed.,196,197,AssessmentGuideL2v2.pdf,2.13
PE.L2-3.10.6,a,safeguarding measures for CUI are defined for alternate work sites; and,198,199,AssessmentGuideL2v2.pdf,2.13
PE.L2-3.10.6,b,safeguarding measures for CUI are enforced for alternate work sites.,198,199,AssessmentGuideL2v2.pdf,2.13
RA.L2-3.11.1,a,"the frequency to assess risk to organizational operations, organizational assets, and individuals is defined; and",200,202,AssessmentGuideL2v2.pdf,2.13
RA.L2-3.11.1,b,"risk to organizational operations, organizational assets, and individuals resulting from the operation of an organizational system that processes, stores, or transmits CUI is assessed with the defined frequency.",200,202,AssessmentGuideL2v2.pdf,2.13
RA.L2-3.11.2,a,the frequency to scan for vulnerabilities in organizational systems and applications is defined;,203,205,AssessmentGuideL2v2.pdf,2.13
RA.L2-3.11.2,b,vulnerability scans are performed on organizational systems with the defined frequency;,203,205,AssessmentGuideL2v2.pdf,2.13
RA.L2-3.11.2,c,vulnerability scans are performed on applications with the defined frequency;,203,205,AssessmentGuideL2v2.pdf,2.13
RA.L2-3.11.2,d,vulnerability scans are performed on organizational systems when new vulnerabilities are identified; and,203,205,AssessmentGuideL2v2.pdf,2.13
RA.L2-3.11.2,e,vulnerability scans are performed on applications when new vulnerabilities are identified.,203,205,AssessmentGuideL2v2.pdf,2.13
RA.L2-3.11.3,a,vulnerabilities are identified; and,206,207,AssessmentGuideL2v2.pdf,2.13
RA.L2-3.11.3,b,vulnerabilities are remediated in accordance with risk assessments.,206,207,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.1,a,the frequency of security control assessments is defined; and,208,210,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.1,b,security controls are assessed with the defined frequency to determine if the controls are effective in their application.,208,210,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.2,a,deficiencies and vulnerabilities to be addressed by the plan of action are identified;,211,213,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.2,b,a plan of action is developed to correct identified deficiencies and reduce or eliminate identified vulnerabilities; and,211,213,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.2,c,the plan of action is implemented to correct identified deficiencies and reduce or eliminate identified vulnerabilities.,211,213,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.3,a,security controls are monitored on an ongoing basis to ensure the continued effectiveness of those controls.,214,215,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.4,a,a system security plan is developed;,216,218,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.4,b,the system boundary is described and documented in the system security plan;,216,218,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.4,c,the system environment of operation is described and documented in the system security plan;,216,218,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.4,d,the security requirements identified and approved by the designated authority as non-applicable are identified;,216,218,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.4,e,the method of security requirement implementation is described and documented in the system security plan;,216,218,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.4,f,the relationship with or connection to other systems is described and documented in the system security plan;,216,218,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.4,g,the frequency to update the system security plan is defined; and,216,218,AssessmentGuideL2v2.pdf,2.13
CA.L2-3.12.4,h,system security plan is updated with the defined frequency.,216,218,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.1,a,the external system boundary is defined;,219,221,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.1,b,key internal system boundaries are defined;,219,221,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.1,c,communications are monitored at the external system boundary;,219,221,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.1,d,communications are monitored at key internal boundaries;,219,221,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.1,e,communications are controlled at the external system boundary;,219,221,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.1,f,communications are controlled at key internal boundaries;,219,221,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.1,g,communications are protected at the external system boundary; and,219,221,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.1,h,communications are protected at key internal boundaries.,219,221,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.2,a,architectural designs that promote effective information security are identified;,222,224,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.2,b,software development techniques that promote effective information security are identified;,222,224,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.2,c,systems engineering principles that promote effective information security are identified;,222,224,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.2,d,identified architectural designs that promote effective information security are employed;,222,224,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.2,e,identified software development techniques that promote effective information security are employed; and,222,224,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.2,f,identified systems engineering principles that promote effective information security are employed.,222,224,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.3,a,user functionality is identified;,225,226,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.3,b,system management functionality is identified; and,225,226,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.3,c,user functionality is separated from system management functionality.,225,226,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.4,a,unauthorized and unintended information transfer via shared system resources is prevented.,227,228,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.5,a,publicly accessible system components are identified; and,229,230,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.5,b,subnetworks for publicly accessible system components are physically or logically separated from internal networks.,229,230,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.6,a,network communications traffic is denied by default; and,231,232,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.6,b,network communications traffic is allowed by exception.,231,232,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.7,a,"remote devices are prevented from simultaneously establishing non-remote connections with the system and communicating via some other connection to resources in external networks (i.e., split tunneling).",233,234,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.8,a,cryptographic mechanisms intended to prevent unauthorized disclosure of CUI are identified;,235,236,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.8,b,alternative physical safeguards intended to prevent unauthorized disclosure of CUI are identified; and,235,236,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.8,c,either cryptographic mechanisms or alternative physical safeguards are implemented to prevent unauthorized disclosure of CUI during transmission.,235,236,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.9,a,a period of inactivity to terminate network connections associated with communications sessions is defined;,237,238,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.9,b,network connections associated with communications sessions are terminated at the end of the sessions; and,237,238,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.9,c,network connections associated with communications sessions are terminated after the defined period of inactivity.,237,238,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.10,a,cryptographic keys are established whenever cryptography is employed; and,239,241,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.10,b,cryptographic keys are managed whenever cryptography is employed.,239,241,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.11,a,FIPS-validated cryptography is employed to protect the confidentiality of CUI.,242,243,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.12,a,collaborative computing devices are identified;,244,245,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.12,b,collaborative computing devices provide indication to users of devices in use; and,244,245,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.12,c,remote activation of collaborative computing devices is prohibited.,244,245,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.13,a,use of mobile code is controlled; and,246,247,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.13,b,use of mobile code is monitored.,246,247,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.14,a,use of Voice over Internet Protocol (VoIP) technologies is controlled; and,248,249,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.14,b,use of Voice over Internet Protocol (VoIP) technologies is monitored.,248,249,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.15,a,the authenticity of communications sessions is protected.,250,251,AssessmentGuideL2v2.pdf,2.13
SC.L2-3.13.16,a,the confidentiality of CUI at rest is protected.,252,253,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.1,a,the time within which to identify system flaws is specified;,254,256,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.1,b,system flaws are identified within the specified time frame;,254,256,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.1,c,the time within which to report system flaws is specified;,254,256,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.1,d,system flaws are reported within the specified time frame;,254,256,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.1,e,the time within which to correct system flaws is specified; and,254,256,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.1,f,system flaws are corrected within the specified time frame.,254,256,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.2,a,designated locations for malicious code protection are identified; and,257,259,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.2,b,protection from malicious code at designated locations is provided.,257,259,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.3,a,response actions to system security alerts and advisories are identified;,260,261,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.3,b,system security alerts and advisories are monitored; and,260,261,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.3,c,actions in response to system security alerts and advisories are taken.,260,261,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.4,a,malicious code protection mechanisms are updated when new releases are available.,262,263,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.5,a,the frequency for malicious code scans is defined;,264,265,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.5,b,malicious code scans are performed with the defined frequency; and,264,265,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.5,c,"real-time malicious code scans of files from external sources as files are downloaded, opened, or executed are performed.",264,265,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.6,a,the system is monitored to detect attacks and indicators of potential attacks;,266,268,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.6,b,inbound communications traffic is monitored to detect attacks and indicators of potential attacks; and,266,268,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.6,c,outbound communications traffic is monitored to detect attacks and indicators of potential attacks.,266,268,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.7,a,authorized use of the system is defined; and,269,276,AssessmentGuideL2v2.pdf,2.13
SI.L2-3.14.7,b,unauthorized use of the system is identified.,269,276,AssessmentGuideL2v2.pdf,2.13
